2025-07-28 23:10:43,418 |    INFO | __main__ | 🔖  Logging to logs/whisper_tiny_cv_fully_synthetic_nl_20250728_231043.log
2025-07-28 23:10:43,627 |    INFO | root | Using device: cuda
2025-07-28 23:10:43,627 |    INFO | root | Using model: yuriyvnv/whisper-tiny-cv-fully-synthetic-nl
2025-07-28 23:10:43,627 |    INFO | root | Loading model... 🎯
2025-07-28 23:10:46,160 |    INFO | root | Using device: cuda 💻
2025-07-28 23:10:46,160 |    INFO | root | Loading Common Voice 17.0 dataset... 📊
2025-07-28 23:10:46,458 |   ERROR | root |  README.md:   0%|          | 0.00/12.7k [00:00<?, ?B/s]
2025-07-28 23:38:15,027 |   ERROR | root | Processing test:  49%|####9     | 5556/11266 [08:17<09:25, 10.10it/s]
2025-07-28 23:38:15,071 |    INFO | root | Dat kan het mij schelen.
2025-07-28 23:38:15,071 |    INFO | root | Wat kan het mij schelen?
2025-07-28 23:38:15,119 |    INFO | root | Zijn die lichte themaar?
2025-07-28 23:38:15,119 |    INFO | root | Zijn die lichten dimbaar?
2025-07-28 23:38:15,198 |    INFO | root | Op één april mag je mopjes maken.
2025-07-28 23:38:15,198 |    INFO | root | Op één april mag je mopjes maken.
2025-07-28 23:38:15,198 |   ERROR | root | Processing test:  49%|####9     | 5559/11266 [08:18<07:51, 12.10it/s]
2025-07-28 23:38:15,329 |    INFO | root | Jammer genoeg is er nog steeds een langklof tussen vrouwen en mannen.
2025-07-28 23:38:15,330 |    INFO | root | Jammer genoeg is er nog steeds een loonkloof tussen vrouwen en mannen.
2025-07-28 23:38:15,382 |    INFO | root | In kalf is het jong van een rund.
2025-07-28 23:38:15,382 |    INFO | root | Een kalf is het jong van een rund.
2025-07-28 23:38:15,382 |   ERROR | root | Processing test:  49%|####9     | 5561/11266 [08:18<08:05, 11.74it/s]
2025-07-28 23:38:15,433 |    INFO | root | Hij studeert nu psychologie.
2025-07-28 23:38:15,434 |    INFO | root | Hij studeert nu psychologie.
2025-07-28 23:38:15,567 |    INFO | root | Voortsijdting van het twee reeds bestaande voorbereid acties alleen is die voldoende.
2025-07-28 23:38:15,567 |    INFO | root | Voortzetting van de twee reeds bestaande voorbereidende acties alleen is niet voldoende.
2025-07-28 23:38:15,567 |   ERROR | root | Processing test:  49%|####9     | 5563/11266 [08:18<08:17, 11.47it/s]
2025-07-28 23:38:15,657 |    INFO | root | Ik feliciteer de rapporteur en bedank u voor een waardacht.
2025-07-28 23:38:15,657 |    INFO | root | Ik feliciteer de rapporteur en bedank u voor uw aandacht.
2025-07-28 23:38:15,759 |    INFO | root | Ik ondersteun al steent de amendementen waar we die principe zijn acht na met.
2025-07-28 23:38:15,759 |    INFO | root | Ik ondersteun nog steeds de amendementen welke die principes in acht namen.
2025-07-28 23:38:15,759 |   ERROR | root | Processing test:  49%|####9     | 5565/11266 [08:18<08:31, 11.15it/s]
2025-07-28 23:38:15,834 |    INFO | root | Ik zou ook kort willen ingaan op de rationalisering.
2025-07-28 23:38:15,834 |    INFO | root | Ik zou ook kort willen ingaan op de rationalisering.
2025-07-28 23:38:15,923 |    INFO | root | Het is niet de bedoeling om werkgeversal kosten te jagen.
2025-07-28 23:38:15,923 |    INFO | root | Het is niet de bedoeling om werkgevers op kosten te jagen.
2025-07-28 23:38:15,923 |   ERROR | root | Processing test:  49%|####9     | 5567/11266 [08:18<08:18, 11.43it/s]
2025-07-28 23:38:16,043 |    INFO | root | Laten we in varendzetten achter de hele internetmarkten gunnen die ons deze niveau nooit is.
2025-07-28 23:38:16,043 |    INFO | root | Laten wij vaart zetten achter de hele internemarktagenda, die nog steeds niet voltooid is.
2025-07-28 23:38:16,144 |    INFO | root | Nu biedt ze over daarin uw onderwerpresolutie gestelde prioriteiten.
2025-07-28 23:38:16,145 |    INFO | root | Nu iets over de in uw ontwerpresolutie gestelde prioriteiten.
2025-07-28 23:38:16,145 |   ERROR | root | Processing test:  49%|####9     | 5569/11266 [08:19<08:57, 10.60it/s]
2025-07-28 23:38:16,216 |    INFO | root | Laten we dit debat dus een beetje verwichtiger maken.
2025-07-28 23:38:16,216 |    INFO | root | Laten we dit debat dus een beetje evenwichtiger maken.
2025-07-28 23:38:16,303 |    INFO | root | Hoe interactie wil ik kan worden, hoe beter.
2025-07-28 23:38:16,303 |    INFO | root | Hoe interactiever die kan worden, hoe beter.
2025-07-28 23:38:16,303 |   ERROR | root | Processing test:  49%|####9     | 5571/11266 [08:19<08:31, 11.13it/s]
2025-07-28 23:38:16,412 |    INFO | root | Als men die niet beproeven, pleit me maar thuis.
2025-07-28 23:38:16,412 |    INFO | root | Als men die niet wil proeven, blijft men maar thuis!
2025-07-28 23:38:16,556 |    INFO | root | Wat gebeurt er als een verhalen ontwikkeling in bijent technologie ethisch moet worden beoordeeld?
2025-07-28 23:38:16,556 |    INFO | root | Wat gebeurt er als een bepaalde ontwikkeling in de biotechnologie ethisch moet worden beoordeeld?
2025-07-28 23:38:16,556 |   ERROR | root | Processing test:  49%|####9     | 5573/11266 [08:19<09:33,  9.93it/s]
2025-07-28 23:38:16,642 |    INFO | root | Maar die uitgebrekeningsal hoe dan ook betaald moet worden.
2025-07-28 23:38:16,642 |    INFO | root | Maar die eindafrekening zal hoe dan ook betaald moeten worden.
2025-07-28 23:38:16,709 |    INFO | root | Ik heb daarom een voor deze tekst gestemd.
2025-07-28 23:38:16,709 |    INFO | root | Ik heb daarom voor deze tekst gestemd.
2025-07-28 23:38:16,710 |   ERROR | root | Processing test:  49%|####9     | 5575/11266 [08:19<08:52, 10.69it/s]
2025-07-28 23:38:16,801 |    INFO | root | De export nu tijdens landen is een teerpunt.
2025-07-28 23:38:16,802 |    INFO | root | De export naar derde landen is een teer punt.
2025-07-28 23:38:16,939 |    INFO | root | Bovendien is de systematiek verbetend, die is nuttduidelijker en transparant.
2025-07-28 23:38:16,939 |    INFO | root | Bovendien is de systematiek verbeterd: die is nu duidelijker en transparanter.
2025-07-28 23:38:16,939 |   ERROR | root | Processing test:  50%|####9     | 5577/11266 [08:19<09:28, 10.01it/s]
2025-07-28 23:38:17,039 |    INFO | root | Er zijn kricula opgesteld die de studenten vandaag de dag niet meer kunnen volgen.
2025-07-28 23:38:17,039 |    INFO | root | Er zijn curricula opgesteld die de studenten vandaag de dag niet meer kunnen volgen.
2025-07-28 23:38:17,129 |    INFO | root | Het probleem met software en technische bijdragen is hetzelfde.
2025-07-28 23:38:17,129 |    INFO | root | Het probleem met software en technische bijdragen is hetzelfde.
2025-07-28 23:38:17,130 |   ERROR | root | Processing test:  50%|####9     | 5579/11266 [08:20<09:20, 10.15it/s]
2025-07-28 23:38:17,236 |    INFO | root | Dergelijk tijdverlies moet in de toekomst absoluut voorkomen worden.
2025-07-28 23:38:17,236 |    INFO | root | Dergelijk tijdverlies moet in de toekomst absoluut voorkomen worden!
2025-07-28 23:38:17,347 |    INFO | root | Geen van de burgers die ik heb ontmoet, had hoge verwachtingen van deze verkiezingen.
2025-07-28 23:38:17,347 |    INFO | root | Geen van de burgers die ik heb ontmoet, had hoge verwachtingen van deze verkiezingen.
2025-07-28 23:38:17,347 |   ERROR | root | Processing test:  50%|####9     | 5581/11266 [08:20<09:37,  9.84it/s]
2025-07-28 23:38:17,457 |    INFO | root | Maar hier hebben we het over bedrijfssteun in een zeer gevoelige sector.
2025-07-28 23:38:17,457 |    INFO | root | Maar hier hebben we het over bedrijfssteun in een zeer gevoelige sector.
2025-07-28 23:38:17,568 |    INFO | root | Dit is tevens een gebied dat een economisch opzicht gigantische mogelijkheden biedt.
2025-07-28 23:38:17,568 |    INFO | root | Dit is tevens een gebied dat in economisch opzicht gigantische mogelijkheden biedt.
2025-07-28 23:38:17,568 |   ERROR | root | Processing test:  50%|####9     | 5583/11266 [08:20<09:52,  9.60it/s]
2025-07-28 23:38:17,678 |    INFO | root | Wij stellen bovendien een eenmalige regeling voor van vroegde uitdreding voor.
2025-07-28 23:38:17,678 |    INFO | root | Wij stellen bovendien een eenmalige regeling voor vervroegde uittreding voor.
2025-07-28 23:38:17,679 |   ERROR | root | Processing test:  50%|####9     | 5584/11266 [08:20<09:58,  9.49it/s]
2025-07-28 23:38:17,773 |    INFO | root | Het is de hoogste tijd dat aan deze vastbiedeling een einde wordt gemaakt.
2025-07-28 23:38:17,773 |    INFO | root | Het is de hoogste tijd dat aan deze verspilling een einde wordt gemaakt.
2025-07-28 23:38:17,829 |    INFO | root | Dat is de vraag die je moet stellen.
2025-07-28 23:38:17,829 |    INFO | root | Dat is de vraag die je moet stellen.
2025-07-28 23:38:17,829 |   ERROR | root | Processing test:  50%|####9     | 5586/11266 [08:20<09:01, 10.49it/s]
2025-07-28 23:38:17,889 |    INFO | root | We maken onszelf belachelijk.
2025-07-28 23:38:17,889 |    INFO | root | We maken onszelf belachelijk.
2025-07-28 23:38:18,058 |    INFO | root | Vaak hoort met alle middelen getracht de toegang tot de arbeidsmarkt te bemoeilijken.
2025-07-28 23:38:18,058 |    INFO | root | Vaak wordt met alle middelen getracht de toegang tot de arbeidsmarkt te bemoeilijken.
2025-07-28 23:38:18,058 |   ERROR | root | Processing test:  50%|####9     | 5588/11266 [08:21<09:35,  9.86it/s]
2025-07-28 23:38:18,129 |    INFO | root | Ik maak me met name zorgen over twee sectoren.
2025-07-28 23:38:18,129 |    INFO | root | Ik maak me met name zorgen over twee sectoren.
2025-07-28 23:38:18,251 |    INFO | root | Ik geloof dat hierover geen misverstanden bestaan, dat behoeft geen nadere toelichting.
2025-07-28 23:38:18,251 |    INFO | root | Ik geloof dat hierover geen misverstanden bestaan, dat behoeft geen nadere toelichting.
2025-07-28 23:38:18,251 |   ERROR | root | Processing test:  50%|####9     | 5590/11266 [08:21<09:26, 10.01it/s]
2025-07-28 23:38:18,334 |    INFO | root | Ik zal het eerst over de concentratie van het aandbod hebben.
2025-07-28 23:38:18,334 |    INFO | root | Ik zal het eerst over de concentratie van het aanbod hebben.
2025-07-28 23:38:18,454 |    INFO | root | Niet één kan er gebruikt worden om kernenergie op te weken voor vreedzame doeleinden.
2025-07-28 23:38:18,455 |    INFO | root | Niet één kan er gebruikt worden om kernenergie op te wekken voor vreedzame doeleinden.
2025-07-28 23:38:18,455 |   ERROR | root | Processing test:  50%|####9     | 5592/11266 [08:21<09:30,  9.95it/s]
2025-07-28 23:38:18,526 |    INFO | root | Ik pots met een plastic emmer en een dweil.
2025-07-28 23:38:18,526 |    INFO | root | Ik poets met een plastic emmer en een dweil.
2025-07-28 23:38:18,608 |    INFO | root | Ik ben te zwaar voor de weerschal.
2025-07-28 23:38:18,608 |    INFO | root | Ik ben te zwaar voor de weegschaal.
2025-07-28 23:38:18,608 |   ERROR | root | Processing test:  50%|####9     | 5594/11266 [08:21<08:48, 10.73it/s]
2025-07-28 23:38:18,693 |    INFO | root | De rekken van de supermarkt zijn goedgevuld.
2025-07-28 23:38:18,693 |    INFO | root | De rekken van de supermarkt zijn goed gevuld.
2025-07-28 23:38:18,816 |    INFO | root | Je kan maar met twee mannen jou te, de besturen en de passagier.
2025-07-28 23:38:18,816 |    INFO | root | Je kan maar met twee man in die auto: de bestuurder en een passagier.
2025-07-28 23:38:18,816 |   ERROR | root | Processing test:  50%|####9     | 5596/11266 [08:21<09:07, 10.36it/s]
2025-07-28 23:38:18,865 |    INFO | root | Zijn open was een alcoholist.
2025-07-28 23:38:18,865 |    INFO | root | Zijn opa was een alcoholist.
2025-07-28 23:38:18,949 |    INFO | root | Jefdainyels is een bekende aanmericaanse acteur.
2025-07-28 23:38:18,949 |    INFO | root | Jeff Daniels is een bekende Amerikaanse acteur.
2025-07-28 23:38:18,949 |   ERROR | root | Processing test:  50%|####9     | 5598/11266 [08:21<08:15, 11.45it/s]
2025-07-28 23:38:19,024 |    INFO | root | De ergere dissoning stond op achttien graden.
2025-07-28 23:38:19,024 |    INFO | root | De airconditioning stond op achttien graden.
2025-07-28 23:38:19,090 |    INFO | root | Dat is een fietsenboete.
2025-07-28 23:38:19,090 |    INFO | root | Dat is een fikse boete.
2025-07-28 23:38:19,090 |   ERROR | root | Processing test:  50%|####9     | 5600/11266 [08:22<07:45, 12.16it/s]
2025-07-28 23:38:19,203 |    INFO | root | Blijkbaar betaal je ampelbelasting in monago.
2025-07-28 23:38:19,203 |    INFO | root | Blijkbaar betaal je amper belasting in Monaco.
2025-07-28 23:38:19,290 |    INFO | root | Mijn baas stond op mijn vingers te kijken.
2025-07-28 23:38:19,290 |    INFO | root | Mijn baas stond op mijn vingers te kijken.
2025-07-28 23:38:19,290 |   ERROR | root | Processing test:  50%|####9     | 5602/11266 [08:22<08:16, 11.40it/s]
2025-07-28 23:38:19,355 |    INFO | root | Stoevewarming is enorm comfortabel in de winter.
2025-07-28 23:38:19,355 |    INFO | root | Stoelverwarming is enorm comfortabel in de winter.
2025-07-28 23:38:19,423 |    INFO | root | De bronmer gelet uit op de glade weg.
2025-07-28 23:38:19,423 |    INFO | root | De brommer gleed uit op de gladde weg.
2025-07-28 23:38:19,423 |   ERROR | root | Processing test:  50%|####9     | 5604/11266 [08:22<07:40, 12.31it/s]
2025-07-28 23:38:19,537 |    INFO | root | Ik heb de bood vastgelegd aan de kader met een bal stek.
2025-07-28 23:38:19,537 |    INFO | root | Ik heb de boot vastgelegd aan de kade met een paalsteek.
2025-07-28 23:38:19,644 |    INFO | root | Het uitgebreide verslag van een trouwe was te lezen in dit meegezien.
2025-07-28 23:38:19,644 |    INFO | root | Het uitgebreide verslag van hun trouwen was te lezen in dit magazine.
2025-07-28 23:38:19,644 |   ERROR | root | Processing test:  50%|####9     | 5606/11266 [08:22<08:29, 11.11it/s]
2025-07-28 23:38:19,743 |    INFO | root | Onze kamer heeft voldoende ruimte voor onze gigantische gardoor op.
2025-07-28 23:38:19,743 |    INFO | root | Onze kamer heeft voldoende ruimte voor onze gigantische garderobe.
2025-07-28 23:38:19,868 |    INFO | root | Ten tweede, en dat is heel erg gelingt aan de energie-efficiëntie, het lokale niveau.
2025-07-28 23:38:19,868 |    INFO | root | Ten tweede: en dat is heel erg gelinkt aan de energie-efficiëntie, het lokale niveau.
2025-07-28 23:38:19,868 |   ERROR | root | Processing test:  50%|####9     | 5608/11266 [08:22<09:07, 10.34it/s]
2025-07-28 23:38:19,923 |    INFO | root | Ik wil ook uitleggen waarom.
2025-07-28 23:38:19,924 |    INFO | root | Ik wil ook uitleggen waarom.
2025-07-28 23:38:20,004 |    INFO | root | Hier doe ik nogmaals hetzelfde voorstel.
2025-07-28 23:38:20,004 |    INFO | root | Hier doe ik nogmaals hetzelfde voorstel.
2025-07-28 23:38:20,004 |   ERROR | root | Processing test:  50%|####9     | 5610/11266 [08:22<08:17, 11.37it/s]
2025-07-28 23:38:20,116 |    INFO | root | Voorzorg tot een met vrijdag zijn er geen wijzigingsvoorstellen.
2025-07-28 23:38:20,116 |    INFO | root | Voor dinsdag tot en met vrijdag zijn er geen wijzigingsvoorstellen.
2025-07-28 23:38:20,182 |    INFO | root | Deze problemen moeten bij de horen zorgen wat.
2025-07-28 23:38:20,182 |    INFO | root | Deze problemen moeten bij de horens worden gevat.
2025-07-28 23:38:20,182 |   ERROR | root | Processing test:  50%|####9     | 5612/11266 [08:23<08:19, 11.31it/s]
2025-07-28 23:38:20,273 |    INFO | root | In mijn ogen moeten deze zaken altijd in relatie tot andere gevallen worden gezien.
2025-07-28 23:38:20,273 |    INFO | root | In mijn ogen moeten deze zaken altijd in relatie tot andere gevallen worden gezien.
2025-07-28 23:38:20,363 |    INFO | root | Het gezin is zonder twijfel de beste omgeving voor een kind.
2025-07-28 23:38:20,363 |    INFO | root | Het gezin is zonder twijfel de beste omgeving voor een kind.
2025-07-28 23:38:20,363 |   ERROR | root | Processing test:  50%|####9     | 5614/11266 [08:23<08:22, 11.24it/s]
2025-07-28 23:38:20,438 |    INFO | root | En ik geloof niet dat hij namens zijn fracties spreekt.
2025-07-28 23:38:20,438 |    INFO | root | En ik geloof niet dat hij namens zijn fractie spreekt.
2025-07-28 23:38:20,532 |    INFO | root | Het gaat om zorg voor jonge mensen die een opleiding niet afronden.
2025-07-28 23:38:20,532 |    INFO | root | Het gaat om zorg voor jonge mensen die hun opleiding niet afronden.
2025-07-28 23:38:20,532 |   ERROR | root | Processing test:  50%|####9     | 5616/11266 [08:23<08:14, 11.41it/s]
2025-07-28 23:38:20,590 |    INFO | root | Maar natuurlijk is dat niet onproblematisch.
2025-07-28 23:38:20,590 |    INFO | root | Maar natuurlijk is dat niet onproblematisch.
2025-07-28 23:38:20,712 |    INFO | root | Dit zal de zoektocht naar alternatieve alleen maar versnellen.
2025-07-28 23:38:20,712 |    INFO | root | Dit zal de zoektocht naar alternatieven alleen maar versnellen.
2025-07-28 23:38:20,712 |   ERROR | root | Processing test:  50%|####9     | 5618/11266 [08:23<08:19, 11.31it/s]
2025-07-28 23:38:20,804 |    INFO | root | Ik denk dus dat er procedureal geen de welzinnigheid bestaat.
2025-07-28 23:38:20,804 |    INFO | root | Ik denk dus dat er procedureel geen dubbelzinnigheid bestaat.
2025-07-28 23:38:20,851 |    INFO | root | Na mijn mening stel ik niet.
2025-07-28 23:38:20,851 |    INFO | root | Naar mijn mening stellig niet.
2025-07-28 23:38:20,851 |   ERROR | root | Processing test:  50%|####9     | 5620/11266 [08:23<07:46, 12.09it/s]
2025-07-28 23:38:20,937 |    INFO | root | Als het goed is hem mijn collega's een kopie van de tekst.
2025-07-28 23:38:20,937 |    INFO | root | Als het goed is hebben mijn collega's een kopie van de tekst.
2025-07-28 23:38:21,039 |    INFO | root | De burger zit niet te wachten op een zoveelste steun papier met mooie woorden.
2025-07-28 23:38:21,039 |    INFO | root | De burger zit niet te wachten op een zoveelste stuk papier met mooie woorden.
2025-07-28 23:38:21,039 |   ERROR | root | Processing test:  50%|####9     | 5622/11266 [08:23<08:05, 11.62it/s]
2025-07-28 23:38:21,097 |    INFO | root | De schuur stond helemaal vol met spullen.
2025-07-28 23:38:21,097 |    INFO | root | De schuur stond helemaal vol met spullen.
2025-07-28 23:38:21,201 |    INFO | root | De commissie bestond uit vijf leden.
2025-07-28 23:38:21,201 |    INFO | root | De commissie bestond uit vijf leden.
2025-07-28 23:38:21,201 |   ERROR | root | Processing test:  50%|####9     | 5624/11266 [08:24<07:57, 11.82it/s]
2025-07-28 23:38:21,298 |    INFO | root | We zullen in dit jaar van alles over de revolutie in de restaurant.
2025-07-28 23:38:21,298 |    INFO | root | Ze leren dit jaar van alles over de revolutie in Rusland.
2025-07-28 23:38:21,355 |    INFO | root | Hij geloofde haar voor geen meter.
2025-07-28 23:38:21,355 |    INFO | root | Hij geloofde haar voor geen meter.
2025-07-28 23:38:21,355 |   ERROR | root | Processing test:  50%|####9     | 5626/11266 [08:24<07:44, 12.15it/s]
